Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era,DBSCAN_label
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72.0,53.0,7.5,292.0,Ubisoft Sofia,M,75.0,0.356589147010396,0.4341085267952647,0.0465116278709212,0.1550387595697374,7th-gen,0,2,8th gen (11+),0
EA Playground,Wii,2007,Sports,Electronic Arts,0.68,0.47,0.0,0.13,1.29,66.0,32.0,7.6,30.0,EA Canada,E,76.0,0.5271317825371071,0.3643410849888828,0.0,0.1007751937203293,7th-gen,10,2,7th gen (03–10),0
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.28,77.0,11.0,8.4,613.0,ZeniMax Media,M,84.0,0.6093749995239257,0.2968749997680663,0.0,0.0937499999267578,8th-gen,7,3,8th gen (11+),0
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.0,51.0,8.4,57.0,Snowblind Studios,T,84.0,0.4921874996154785,0.3828124997009277,0.0,0.1249999999023437,6th-gen,7,1,7th gen (03–10),0
Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,47.0,8.3,136.0,Rockstar North,M,83.0,0.4921874996154785,0.3828124997009277,0.0,0.1249999999023437,6th-gen,0,1,7th gen (03–10),0
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67.0,21.0,7.3,26.0,EA Canada,E10+,73.0,0.3515624997253417,0.5156249995971679,0.0156249999877929,0.1171874999084472,7th-gen,6,2,7th gen (03–10),0
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,34.0,8.9,557.0,KCET,M,89.0,0.484374999621582,0.3828124997009277,0.0,0.1249999999023437,6th-gen,0,1,5th–6th gen (95–02),0
Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,93.0,12.0,9.4,358.0,Konami,T,94.0,0.456692913026226,0.3149606296732593,0.1653543305784611,0.0629921259346518,5th-gen,4,0,5th–6th gen (95–02),0
Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.03,0.14,0.0,0.1,1.27,73.0,16.0,7.2,19.0,Vicarious Visions,T,72.0,0.8110236214086428,0.1102362203856407,0.0,0.0787401574183148,7th-gen,3,2,7th gen (03–10),0
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.0,0.11,1.27,69.0,8.0,7.2,26.0,TT Games,E10+,72.0,0.5433070861863722,0.3700787398660797,0.0,0.0866141731601463,7th-gen,0,2,8th gen (11+),0
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,31.0,6.6,71.0,Maxis,T,66.0,0.9606299205034408,0.0393700787091574,0.0,0.0,PC,9,6,7th gen (03–10),0
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91.0,69.0,8.1,1107.0,From Software,T,81.0,0.3149606296732593,0.2598425194804389,0.3149606296732593,0.1181102361274722,7th-gen,7,2,8th gen (11+),0
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+,87.0,0.3779527556079112,0.2755905509641019,0.2834645667059334,0.0551181101928203,8th-gen,0,3,8th gen (11+),0
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,6.3,134.0,"Nintendo, Spike Chunsoft",E,63.0,0.3464566926405852,0.228346456513113,0.3700787398660797,0.0551181101928203,8th-gen,7,3,8th gen (11+),0
LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,77.0,8.0,8.9,17.0,Traveller's Tales,E10+,89.0,0.5669291334118668,0.0236220472254944,0.0,0.4094488185752371,6th-gen,0,1,7th gen (03–10),0
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27,84.0,32.0,7.2,44.0,Visual Concepts,E,72.0,0.7874015741831483,0.1259842518693037,0.0,0.0866141731601463,7th-gen,10,2,7th gen (03–10),0
Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27,85.0,33.0,9.1,26.0,Neversoft Entertainment,T,91.0,0.6692913380556761,0.2913385824477649,0.0,0.0393700787091574,6th-gen,10,1,7th gen (03–10),0
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,70.0,6.2,1311.0,Kojima Productions,M,62.0,0.3543307083824167,0.3700787398660797,0.1338582676111352,0.1417322833529667,8th-gen,0,3,8th gen (11+),0
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,75.0,35.0,8.5,60.0,CyberConnect2,T,85.0,0.3858267713497426,0.2992125981895963,0.2047244092876185,0.1023622046438092,6th-gen,7,1,5th–6th gen (95–02),0
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,30.0,4.0,2.0,23.0,3G Studios,E,20.0,0.7559055112158224,0.1574803148366296,0.0,0.0866141731601463,7th-gen,10,2,7th gen (03–10),0
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86.0,60.0,8.6,433.0,Sega,T,86.0,0.5590551176700352,0.1496062990947981,0.1889763778039556,0.1023622046438092,7th-gen,7,2,7th gen (03–10),0
WWE '12,X360,2011,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,52.0,6.3,89.0,Yuke's,T,63.0,0.5826771648955298,0.3149606296732593,0.0,0.0944881889019778,7th-gen,2,2,8th gen (11+),0
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,27.0,7.9,139.0,Sonic Team,E,79.0,0.685039369539339,0.2362204722549444,0.0472440944509889,0.0236220472254944,6th-gen,4,1,7th gen (03–10),0
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69.0,4.0,6.3,4.0,Tamsoft,T,63.0,0.3070866139314278,0.2047244092876185,0.4173228343170686,0.0629921259346518,5th-gen,2,0,Retro (≤94),0
WWE '13,X360,2012,Action,THQ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8.0,110.0,"THQ, Yuke's",T,80.0,0.5669291334118668,0.3464566926405852,0.0,0.0866141731601463,7th-gen,0,2,8th gen (11+),0
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,50.0,8.5,332.0,Virtuos,T,85.0,0.3385826768987537,0.2834645667059334,0.2519685037386074,0.1259842518693037,7th-gen,7,2,8th gen (11+),0
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80.0,6.0,4.9,123.0,Ghost Games,E10+,49.0,0.2598425194804389,0.5433070861863722,0.0393700787091574,0.1496062990947981,7th-gen,6,2,8th gen (11+),0
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,EA Canada,E,81.0,0.6031746026958932,0.3095238092781557,0.0,0.0873015872323003,7th-gen,10,2,7th gen (03–10),0
Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.72,0.0,0.15,1.26,68.0,36.0,5.8,21.0,Rockstar San Diego,E,58.0,0.3095238092781557,0.5714285709750566,0.0,0.1190476189531368,7th-gen,10,2,7th gen (03–10),0
Football Manager 2011,PC,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,23.0,8.4,77.0,Sports Interactive,E,84.0,0.0,0.8015873009511212,0.0,0.198412698255228,PC,10,6,7th gen (03–10),0
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59.0,20.0,7.7,6.0,NanaOn-Sha,E,77.0,0.0793650793020912,0.0158730158604182,0.8888888881834215,0.0079365079302091,7th-gen,9,2,7th gen (03–10),0
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.0,42.0,7.2,166.0,Nixxes Software,T,72.0,0.3571428568594104,0.4365079361615016,0.0396825396510456,0.1746031744646006,7th-gen,0,2,7th gen (03–10),0
LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.77,0.37,0.0,0.11,1.25,65.0,29.0,8.9,51.0,Hellbent Games,E,89.0,0.6159999995072,0.2959999997631999,0.0,0.0879999999295999,7th-gen,11,2,7th gen (03–10),0
NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,86.0,10.0,8.0,6.0,EA Sports,E,80.0,0.559999999552,0.3759999996991999,0.0,0.0639999999488,5th-gen,10,0,5th–6th gen (95–02),0
Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,26.0,6.3,278.0,Volition Inc.,M,63.0,0.4479999996416,0.3279999997375999,0.0719999999423999,0.1519999998784,7th-gen,0,2,8th gen (11+),0
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,68.0,7.0,7.4,33.0,Krome Studios,T,74.0,0.3919999996864,0.0,0.0079999999936,0.5999999995199999,6th-gen,0,1,7th gen (03–10),0
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63.0,64.0,6.9,223.0,Slant Six,M,69.0,0.7519999993983999,0.1279999998976,0.0159999999872,0.1039999999167999,7th-gen,8,2,7th gen (03–10),0
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,27.0,8.3,74.0,Genius Sonority Inc.,E,83.0,0.5679999995456,0.1519999998784,0.2479999998015999,0.0239999999807999,6th-gen,7,1,7th gen (03–10),0
Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.0,62.0,8.4,194.0,Criterion Games,M,84.0,0.8079999993536,0.0319999999744,0.0239999999807999,0.1279999998976,6th-gen,8,1,7th gen (03–10),0
Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,32.0,7.6,81.0,Ubisoft Montreal,M,76.0,0.3759999996991999,0.4239999996608,0.0239999999807999,0.1759999998591999,7th-gen,8,2,7th gen (03–10),0
LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,88.0,71.0,8.6,348.0,"Tarsier Studios, Double Eleven",E,86.0,0.279999999776,0.4879999996095999,0.0159999999872,0.2159999998272,Handheld,4,4,8th gen (11+),0
Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25,69.0,44.0,8.8,190.0,"Spike Chunsoft Co. Ltd., Spike Chunsoft",E,88.0,0.3839999996927999,0.279999999776,0.2719999997824,0.0639999999488,8th-gen,7,3,8th gen (11+),0
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,74.0,22.0,8.5,135.0,Chris Sawyer,E,85.0,0.9519999992383998,0.039999999968,0.0,0.0,PC,11,6,5th–6th gen (95–02),0
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,37.0,6.2,106.0,Core Design Ltd.,T,62.0,0.4879999996095999,0.3839999996927999,0.0,0.1279999998976,6th-gen,0,1,7th gen (03–10),0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,87.0,45.0,8.6,34.0,Ubisoft Shanghai,T,86.0,0.4159999996671999,0.4479999996416,0.0,0.1359999998912,6th-gen,0,1,7th gen (03–10),0
Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81.0,51.0,8.9,155.0,Insomniac Games,T,89.0,0.6854838704149323,0.0241935483675858,0.1774193546956295,0.1129032257154006,6th-gen,8,1,7th gen (03–10),0
Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.67,0.0,0.12,1.24,52.0,15.0,6.8,4.0,49Games,E,68.0,0.3629032255137877,0.5403225802094173,0.0,0.0967741934703433,7th-gen,10,2,7th gen (03–10),0
Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,87.0,29.0,8.3,90.0,Snowblind Studios,T,83.0,0.4919354834742455,0.3870967738813735,0.0,0.1290322579604578,6th-gen,7,1,5th–6th gen (95–02),0
Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,85.0,10.0,9.0,96.0,Oddworld Inhabitants,T,90.0,0.6048387091896462,0.3548387093912591,0.0,0.0483870967351716,5th-gen,4,0,5th–6th gen (95–02),0
Ridge Racer V,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78.0,20.0,7.7,6.0,Namco,E,77.0,0.1935483869406867,0.1532258063280437,0.6048387091896462,0.0483870967351716,6th-gen,0,1,5th–6th gen (95–02),0
WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,78.0,9.0,6.9,34.0,Yuke's,T,69.0,0.5564516124544744,0.0,0.0,0.4435483867390739,6th-gen,2,1,7th gen (03–10),0
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0.0,0.04,1.24,61.0,44.0,8.1,54.0,Double Helix Games,T,81.0,0.6612903220473464,0.3064516126560874,0.0,0.0322580644901144,6th-gen,0,1,7th gen (03–10),0
[Prototype],PS3,2009,Action,Activision,0.65,0.4,0.0,0.19,1.24,79.0,53.0,7.7,308.0,Radical Entertainment,M,77.0,0.52419354796436,0.3225806449011446,0.0,0.1532258063280437,7th-gen,0,2,7th gen (03–10),0
FIFA Street,PS3,2012,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,76.0,36.0,6.4,66.0,EA Sports,E,64.0,0.0975609755304382,0.7235772351840836,0.0,0.1869918697666732,7th-gen,10,2,8th gen (11+),0
Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,6.0,4.6,29.0,Konami,E,46.0,0.4878048776521911,0.3821138208275497,0.0,0.1300813007072509,6th-gen,4,1,5th–6th gen (95–02),0
Madden NFL 17,XOne,2016,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E,59.0,0.8780487797739441,0.0162601625884063,0.0,0.1056910568246414,8th-gen,10,3,8th gen (11+),0
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,89.0,8.8,152.0,Team Ninja,M,88.0,0.7479674790666931,0.1626016258840637,0.0569105690594223,0.0325203251768127,6th-gen,0,1,7th gen (03–10),0
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70.0,16.0,8.1,19.0,Traveller's Tales,E,81.0,0.4796747963579879,0.4634146337695815,0.0,0.0569105690594223,6th-gen,4,1,5th–6th gen (95–02),0
Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0.0,0.16,1.23,57.0,51.0,5.5,102.0,Reflections Interactive,M,55.0,0.4878048776521911,0.3821138208275497,0.0,0.1300813007072509,6th-gen,6,1,7th gen (03–10),0
Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,63.0,38.0,7.2,69.0,Griptonite Games,M,72.0,0.349593495650737,0.3821138208275497,0.0406504064710159,0.2276422762376892,7th-gen,0,2,7th gen (03–10),0
LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.23,80.0,49.0,8.5,73.0,TT Games,E10+,85.0,0.5203252028290039,0.3983739834159561,0.0,0.089430894236235,7th-gen,0,2,8th gen (11+),0
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76.0,81.0,8.3,662.0,Omega Force,T,83.0,0.4715447150637847,0.3414634143565337,0.1056910568246414,0.0813008129420318,8th-gen,0,3,8th gen (11+),0
Donkey Kong Country 2,GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80.0,22.0,9.1,37.0,Rare Ltd.,E,91.0,0.6422764222420517,0.219512194943486,0.0975609755304382,0.0325203251768127,6th-gen,4,1,7th gen (03–10),0
Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1.0,0.13,0.0,0.1,1.23,70.0,59.0,6.7,48.0,Neversoft Entertainment,T,67.0,0.8130081294203185,0.1056910568246414,0.0,0.0813008129420318,7th-gen,3,2,7th gen (03–10),0
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,31.0,7.3,42.0,EA Canada,E10+,73.0,0.3983739834159561,0.4065040647101592,0.0243902438826095,0.1626016258840637,7th-gen,6,2,7th gen (03–10),0
Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,63.0,6.0,7.7,9.0,High Voltage Software,E10+,77.0,0.439024389886972,0.4471544711811752,0.0,0.1056910568246414,7th-gen,0,2,7th gen (03–10),0
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,EA Canada,E,78.0,0.2439024388260955,0.5203252028290039,0.0569105690594223,0.17886178847247,7th-gen,10,2,7th gen (03–10),0
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,65.0,8.2,468.0,Bandai Namco Games,T,82.0,0.2377049178379467,0.1475409834856221,0.5491803274187047,0.073770491742811,7th-gen,7,2,8th gen (11+),0
Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,63.0,39.0,7.5,27.0,Rare Ltd.,E,75.0,0.8934426222184897,0.0245901639142703,0.0,0.073770491742811,7th-gen,6,2,7th gen (03–10),0
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,43.0,8.5,48.0,Camelot Software Planning,E,85.0,0.4754098356758935,0.1311475408761085,0.3770491800188121,0.0245901639142703,6th-gen,10,1,7th gen (03–10),0
Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,29.0,9.5,150.0,Camelot Software Planning,E,95.0,0.4999999995901639,0.2213114752284332,0.2213114752284332,0.0573770491332975,6th-gen,7,1,5th–6th gen (95–02),0
Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.3,61.0,neo Software,M,83.0,0.803278687866165,0.1557377047903789,0.0,0.0409836065237839,6th-gen,8,1,5th–6th gen (95–02),0
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,19.0,7.8,16.0,Visual Concepts,E,78.0,0.4836065569806503,0.3770491800188121,0.0081967213047567,0.1229508195713517,6th-gen,10,1,5th–6th gen (95–02),0
Cars,PS2,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,30.0,8.4,12.0,Rainbow Studios,E,84.0,0.8347107431118093,0.0330578512123488,0.0,0.1322314048493955,6th-gen,6,1,7th gen (03–10),0
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,28.0,6.9,16.0,Blitz Games,E,69.0,0.7685950406871116,0.1983471072740933,0.0,0.0330578512123488,6th-gen,3,1,5th–6th gen (95–02),0
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,73.0,55.0,7.8,22.0,Spark Unlimited,T,78.0,0.6446280986408032,0.3305785121234888,0.0,0.0330578512123488,6th-gen,8,1,7th gen (03–10),0
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85.0,52.0,7.7,164.0,Matrix Software,E10+,77.0,0.4214876029574482,0.0330578512123488,0.5123966937914076,0.0413223140154361,7th-gen,9,2,7th gen (03–10),0
Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,22.0,8.5,111.0,Savage Entertainment,T,85.0,0.8677685943241582,0.0413223140154361,0.0082644628030872,0.0826446280308722,7th-gen,8,2,7th gen (03–10),0
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85.0,69.0,8.1,206.0,Capcom,T,81.0,0.4545454541697972,0.3636363633358377,0.115702479243221,0.0743801652277849,8th-gen,2,3,8th gen (11+),0
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,41.0,8.6,184.0,Sucker Punch,E,86.0,0.8512396687179837,0.115702479243221,0.0,0.0330578512123488,6th-gen,4,1,5th–6th gen (95–02),0
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,73.0,47.0,7.4,237.0,Yuke's,T,74.0,0.338842974926576,0.4958677681852332,0.0,0.1652892560617444,8th-gen,10,3,8th gen (11+),0
Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86.0,13.0,9.0,91.0,Capcom,M,90.0,0.2809917353049655,0.4049586773512738,0.2314049584864421,0.0826446280308722,5th-gen,0,0,5th–6th gen (95–02),0
Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0,24.0,9.0,45.0,Electronic Arts,E,90.0,0.5702479334130182,0.3966942145481866,0.0082644628030872,0.0247933884092616,6th-gen,6,1,7th gen (03–10),0
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,130.0,CyberConnect2,T,83.0,0.3471074377296632,0.3801652889420122,0.1239669420463083,0.1487603304555699,7th-gen,2,2,7th gen (03–10),0
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75.0,16.0,7.6,39.0,Electronic Arts,T,76.0,0.2066115700771805,0.5702479334130182,0.0247933884092616,0.2066115700771805,7th-gen,8,2,7th gen (03–10),0
Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71.0,27.0,5.1,299.0,Visceral Games,M,51.0,0.5950413218222799,0.3057851237142271,0.0082644628030872,0.0909090908339594,8th-gen,8,3,8th gen (11+),0
Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0,Nex Entertainment,M,77.0,0.3636363633358377,0.3223140493204016,0.1735537188648316,0.1322314048493955,7th-gen,0,2,7th gen (03–10),0
Boom Blox,Wii,2008,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,85.0,61.0,8.6,105.0,EA LA,E,86.0,0.5867768590191926,0.3140495865173144,0.0,0.0991735536370466,7th-gen,5,2,7th gen (03–10),0
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,Surreal Software,T,51.0,0.4916666662569444,0.3833333330138889,0.0,0.1249999998958333,6th-gen,0,1,5th–6th gen (95–02),0
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,73.0,19.0,8.2,10.0,Maxis,T,82.0,0.3666666663611111,0.5249999995625,0.0,0.1166666665694444,7th-gen,9,2,7th gen (03–10),0
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0,Climax Group,E,84.0,0.8333333326388889,0.0333333333055555,0.0,0.1333333332222222,6th-gen,6,1,7th gen (03–10),0
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E,71.0,0.0999999999166666,0.6166666661527778,0.0916666665902777,0.1999999998333333,7th-gen,6,2,8th gen (11+),0
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,54.0,9.1,137.0,Nintendo,E,91.0,0.3999999996666666,0.1083333332430555,0.4666666662777778,0.0249999999791666,6th-gen,11,1,7th gen (03–10),0
Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0,Shiny Entertainment,T,71.0,0.5999999994999999,0.3583333330347222,0.0083333333263888,0.0333333333055555,6th-gen,0,1,7th gen (03–10),0
Cars,PSP,2006,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7.0,4.0,Locomotive Games,E,70.0,0.5999999994999999,0.2333333331388889,0.0,0.1666666665277777,7th-gen,6,2,7th gen (03–10),0
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,EA Sports,E,85.0,0.4916666662569444,0.3833333330138889,0.0,0.1249999998958333,6th-gen,10,1,5th–6th gen (95–02),0
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,EA Sports,E,54.0,0.1083333332430555,0.5749999995208332,0.0083333333263888,0.2999999997499999,7th-gen,10,2,7th gen (03–10),0
The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,14.0,6.8,9.0,Altron,E,68.0,0.7226890750229503,0.2689075627992373,0.0,0.0168067226749523,6th-gen,6,1,7th gen (03–10),0
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,28.0,7.5,81.0,Traveller's Tales,E10+,75.0,0.4201680668738083,0.4201680668738083,0.0,0.1596638654120471,7th-gen,0,2,8th gen (11+),0
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,81.0,78.0,8.6,377.0,Nintendo EAD Tokyo,E,86.0,0.4453781508862368,0.3193277308240943,0.1596638654120471,0.0756302520372855,8th-gen,5,3,8th gen (11+),0
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19,71.0,4.0,7.7,7.0,Vicarious Visions,E,77.0,0.7731092430478074,0.1932773107619518,0.0,0.0336134453499046,6th-gen,4,1,5th–6th gen (95–02),0
