Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era,Cluster_K2,Cluster_K3
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,,,,,,,,0.0,0.0,0.9941176464740484,0.0058823529377162,Retro,5,7,Retro (≤94),0.0,1.0
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,18.0,8.6,23.0,EA Sports,E,86.0,0.829411764217993,0.0294117646885813,0.0,0.135294117567474,6th-gen,10,1,7th gen (03–10),1.0,0.0
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,77.0,The Sims Studio,T,53.0,0.3470588233252595,0.5117647055813148,0.0,0.135294117567474,PC,9,6,7th gen (03–10),1.0,2.0
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71.0,94.0,4.5,5096.0,Hello Games,T,45.0,0.3705882350761245,0.447058823266436,0.0176470588131487,0.1588235293183391,8th-gen,0,3,8th gen (11+),1.0,2.0
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,,,,,,,,0.3999999997647059,0.4823529408927335,0.0,0.111764705816609,7th-gen,0,2,7th gen (03–10),1.0,2.0
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.69,,,7.8,4.0,Activision,T,78.0,0.9349112420503484,0.0,0.0,0.0710059171177479,7th-gen,10,2,7th gen (03–10),1.0,0.0
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,59.0,8.8,64.0,Zipper Interactive,M,88.0,0.7218934906971044,0.2011834318336192,0.0236686390392493,0.0591715975981233,6th-gen,8,1,7th gen (03–10),1.0,0.0
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94.0,27.0,8.5,1863.0,Irrational Games,M,85.0,0.4260355027064878,0.3846153843878016,0.0236686390392493,0.1656804732747453,7th-gen,8,2,8th gen (11+),1.0,2.0
Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,,,,,,,,0.5562130174223591,0.3786982246279892,0.0,0.0650887573579356,5th-gen,3,0,5th–6th gen (95–02),1.0,2.0
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,,,0.2899408282308042,0.5147928991036729,0.0414201183186863,0.1538461537551206,7th-gen,8,2,8th gen (11+),1.0,2.0
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,,,,,,,,0.8106508870942895,0.1656804732747453,0.0177514792794369,0.0118343195196246,5th-gen,2,0,5th–6th gen (95–02),1.0,0.0
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,,,,,,,,0.6508875735793566,0.2840236684709919,0.0236686390392493,0.0414201183186863,5th-gen,2,0,5th–6th gen (95–02),1.0,0.0
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.0,8.0,7.1,7.0,Griptonite Games,E,71.0,0.5147928991036729,0.3905325441476139,0.0473372780784986,0.0473372780784986,6th-gen,0,1,5th–6th gen (95–02),1.0,2.0
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,53.0,15.0,6.9,28.0,Webfoot Technologies,E,69.0,0.8994082834914744,0.0710059171177479,0.0,0.0295857987990616,6th-gen,7,1,5th–6th gen (95–02),1.0,0.0
Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,,,,,,,,0.4674556210251742,0.3846153843878016,0.0473372780784986,0.1005917159168096,7th-gen,9,2,7th gen (03–10),1.0,2.0
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,82.0,9.4,767.0,Capcom,M,94.0,0.5798816564616085,0.2485207099121179,0.1301775147158713,0.0355029585588739,6th-gen,0,1,7th gen (03–10),1.0,0.0
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0.0,0.08,1.69,63.0,11.0,,,Jupiter Corporation,E,,0.2840236684709919,0.6627218930989812,0.0,0.0473372780784986,7th-gen,5,2,7th gen (03–10),1.0,2.0
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0.0,0.12,1.68,37.0,4.0,,,Farsight Studios,E,,0.8333333328373015,0.0952380951814059,0.0,0.0714285713860544,7th-gen,5,2,7th gen (03–10),1.0,0.0
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64.0,62.0,5.9,104.0,EA Vancouver,T,59.0,0.4702380949581916,0.4166666664186507,0.0059523809488378,0.1071428570790816,7th-gen,6,2,7th gen (03–10),1.0,2.0
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,,,,,,,,0.4880952378047052,0.3809523807256236,0.0,0.1309523808744331,6th-gen,3,1,7th gen (03–10),1.0,2.0
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,,,,,,,,0.9404761899163832,0.0357142856930272,0.0,0.0238095237953514,5th-gen,10,0,5th–6th gen (95–02),1.0,0.0
Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78.0,58.0,8.5,301.0,Sonic Team,E,85.0,0.547619047293084,0.3571428569302721,0.0059523809488378,0.089285714232568,7th-gen,4,2,7th gen (03–10),1.0,2.0
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82.0,50.0,7.9,135.0,Volition Inc.,M,79.0,0.5238095234977325,0.3214285712372449,0.0119047618976757,0.1488095237209467,7th-gen,0,2,7th gen (03–10),1.0,2.0
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,,,,,,,,0.3511904759814342,0.1428571427721088,0.4880952378047052,0.0178571428465136,Retro,5,7,Retro (≤94),0.0,1.0
Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,,,0.226190476055839,0.5178571425488946,0.1964285713116496,0.0595238094883786,5th-gen,8,0,5th–6th gen (95–02),1.0,2.0
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,70.0,7.9,2280.0,Firaxis Games,E10+,79.0,0.5833333329861111,0.3095238093395692,0.0,0.1011904761302437,PC,11,6,7th gen (03–10),1.0,2.0
 Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,,,,,,,,0.4821428568558674,0.136904761823271,0.3095238093395692,0.0654761904372165,8th-gen,7,3,8th gen (11+),1.0,0.0
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,79.0,20.0,8.2,25.0,Maxis,T,82.0,0.994047618455924,0.0,0.0,0.0,PC,9,6,7th gen (03–10),1.0,0.0
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,44.0,9.1,200.0,Nintendo,E,91.0,0.7023809519628684,0.1607142856186224,0.1011904761302437,0.0357142856930272,6th-gen,0,1,5th–6th gen (95–02),1.0,0.0
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67.0,32.0,8.5,12.0,Bandai Namco Games,E,85.0,0.580838323005486,0.2395209579404066,0.0838323352791423,0.0898203592276524,7th-gen,10,2,7th gen (03–10),1.0,0.0
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0.0,0.32,1.67,73.0,35.0,7.9,46.0,Rebellion,T,79.0,0.5389221553659149,0.2754491016314676,0.0,0.1916167663523253,7th-gen,8,2,7th gen (03–10),1.0,2.0
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,93.0,41.0,9.1,125.0,EA Canada,E,91.0,0.5568862272114454,0.3113772453225286,0.0,0.1317365268672236,6th-gen,10,1,7th gen (03–10),1.0,2.0
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,14.0,6.8,4.0,EA Sports,E,68.0,0.946107783864606,0.0299401197425508,0.0,0.0239520957940406,5th-gen,10,0,5th–6th gen (95–02),1.0,0.0
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,83.0,40.0,8.9,106.0,Pandemic Studios,T,89.0,0.7305389217182402,0.2335329339918964,0.0,0.0359281436910609,6th-gen,8,1,7th gen (03–10),1.0,0.0
Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,,,,,,,0.5449101793144251,0.1796407184553049,0.2514970058374269,0.0239520957940406,Retro,4,7,Retro (≤94),1.0,0.0
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0,10.0,8.3,36.0,Shaba Games,E,83.0,0.652694610387608,0.2934131734769981,0.0119760478970203,0.0419161676395711,5th-gen,10,0,5th–6th gen (95–02),1.0,0.0
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,,,,,Artificial Mind and Movement,E,,0.3532934129620997,0.5688622751084657,0.0179640718455304,0.0598802394851016,6th-gen,1,1,5th–6th gen (95–02),1.0,2.0
PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,,,0.580838323005486,0.3532934129620997,0.0239520957940406,0.0419161676395711,6th-gen,6,1,7th gen (03–10),1.0,0.0
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87.0,41.0,7.9,597.0,BioWare,M,79.0,0.5748502990569758,0.2514970058374269,0.0479041915880813,0.1257485029187134,7th-gen,7,2,7th gen (03–10),1.0,2.0
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,84.0,28.0,7.8,13.0,Paradigm Entertainment,T,78.0,0.6766467061816486,0.1916167663523253,0.0,0.1317365268672236,6th-gen,6,1,5th–6th gen (95–02),1.0,0.0
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,94.0,15.0,8.8,81.0,EA Sports,E,88.0,0.8083832330488724,0.0538922155365914,0.0,0.1377245508157338,6th-gen,10,1,7th gen (03–10),1.0,0.0
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83.0,37.0,7.9,24.0,EA Chicago,T,79.0,0.4850299398293234,0.3473053890135895,0.0059880239485101,0.1556886226612643,7th-gen,2,2,7th gen (03–10),1.0,2.0
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0.0,0.18,1.67,86.0,68.0,7.9,1346.0,Blizzard Entertainment,T,79.0,0.4970059877263437,0.3952095806016709,0.0,0.1077844310731829,PC,11,6,8th gen (11+),1.0,2.0
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,9.0,85.0,Heavy Iron Studios,E,90.0,0.6467065864390978,0.2694610776829574,0.0,0.0838323352791423,6th-gen,4,1,7th gen (03–10),1.0,0.0
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79.0,103.0,8.2,2161.0,SuperMassive Games,M,82.0,0.2710843371860937,0.5421686743721875,0.0301204819095659,0.1566265059297431,8th-gen,1,3,8th gen (11+),1.0,2.0
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66,44.0,17.0,8.0,41.0,HB Studios Multimedia,E,80.0,0.2710843371860937,0.614457830955146,0.0,0.1204819276382639,7th-gen,10,2,7th gen (03–10),1.0,2.0
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,,,,,,,,0.6024096381913195,0.1807228914573958,0.186746987839309,0.0240963855276527,Retro,2,7,Retro (≤94),1.0,0.0
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93.0,35.0,8.3,33.0,EA Sports Big,E,83.0,0.4698795177892292,0.3674698792967049,0.0361445782914791,0.1204819276382639,6th-gen,10,1,5th–6th gen (95–02),1.0,2.0
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,78.0,28.0,8.7,22.0,Ubisoft,E10+,87.0,0.5602409635179272,0.3373493973871389,0.0,0.0963855421106111,7th-gen,10,2,7th gen (03–10),1.0,2.0
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0,44.0,9.2,19.0,Midway,E,92.0,0.4879518069349688,0.3795180720605313,0.0,0.126506024020177,6th-gen,10,1,7th gen (03–10),1.0,2.0
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,325.0,Volition Inc.,M,65.0,0.6084337345732327,0.3012048190956597,0.0060240963819131,0.0783132529648715,7th-gen,0,2,8th gen (11+),1.0,0.0
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83.0,22.0,8.3,28.0,EA Canada,E,83.0,0.7530120477391493,0.0903614457286979,0.0180722891457395,0.1325301204020902,6th-gen,10,1,5th–6th gen (95–02),1.0,0.0
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66,79.0,59.0,7.2,114.0,TT Games,E10+,72.0,0.5421686743721875,0.3674698792967049,0.0,0.0903614457286979,7th-gen,0,2,8th gen (11+),1.0,2.0
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72.0,29.0,8.4,71.0,Spike,T,84.0,0.5783132526636667,0.0722891565829583,0.3253012046233125,0.0240963855276527,6th-gen,2,1,7th gen (03–10),1.0,0.0
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89.0,69.0,8.8,1940.0,From Software,M,88.0,0.3939393937006428,0.2727272725619835,0.2060606059357208,0.1333333332525252,8th-gen,7,3,8th gen (11+),1.0,2.0
Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,,,,,,,,0.9333333327676768,0.0606060605693296,0.0,0.0121212121138659,Retro,5,7,Retro (≤94),1.0,0.0
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77.0,49.0,8.5,156.0,HAL Labs,E10+,85.0,0.351515151302112,0.1272727271955923,0.4787878784977043,0.0424242423985307,7th-gen,4,2,8th gen (11+),1.0,1.0
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,33.0,7.9,51.0,Hudson Soft,E,79.0,0.545454545123967,0.0666666666262626,0.3636363634159779,0.0303030302846648,6th-gen,3,1,7th gen (03–10),1.0,0.0
Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,,,,,,,,0.6424242420348945,0.2303030301634527,0.0909090908539944,0.0303030302846648,Retro,8,7,Retro (≤94),1.0,0.0
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0.0,0.14,1.65,56.0,24.0,6.7,18.0,Krome Studios,T,67.0,0.7333333328888889,0.1818181817079889,0.0,0.0848484847970615,7th-gen,0,2,7th gen (03–10),1.0,0.0
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,52.0,6.3,82.0,EA Canada,E10+,63.0,0.4606060603269054,0.4181818179283746,0.0121212121138659,0.1090909090247933,7th-gen,6,2,7th gen (03–10),1.0,2.0
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,64.0,8.3,544.0,Ninja Theory,T,83.0,0.345454545245179,0.4363636360991735,0.0363636363415977,0.175757575651056,7th-gen,0,2,7th gen (03–10),1.0,2.0
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65,,,,,,,,0.0,0.0,0.9999999993939394,0.0,6th-gen,7,1,7th gen (03–10),0.0,1.0
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68.0,38.0,7.2,56.0,EA Redwood Shores,E,72.0,0.545454545123967,0.3272727270743802,0.0242424242277318,0.1030303029678604,7th-gen,9,2,7th gen (03–10),1.0,2.0
Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,,,,,,,,0.4878048777513385,0.0304878048594586,0.4634146338637716,0.0182926829156751,6th-gen,4,1,7th gen (03–10),1.0,0.0
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72.0,76.0,7.6,233.0,EA Montreal,M,76.0,0.6646341459361987,0.225609755959994,0.0121951219437834,0.0975609755502677,7th-gen,8,2,7th gen (03–10),1.0,0.0
Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64,,,,,,,,0.9268292677275431,0.0609756097189173,0.0,0.0121951219437834,Retro,5,7,Retro (≤94),1.0,0.0
Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,,,,,,,,0.5670731703859311,0.384146341229179,0.0,0.0487804877751338,5th-gen,8,0,5th–6th gen (95–02),1.0,2.0
Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,,,,0.4512195119199881,0.158536585269185,0.3719512192853956,0.0182926829156751,Retro,0,7,Retro (≤94),1.0,0.0
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18.0,8.9,18.0,EA Sports,E,89.0,0.4878048777513385,0.384146341229179,0.0,0.1280487804097263,6th-gen,10,1,5th–6th gen (95–02),1.0,2.0
NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64,,,,,,,,0.8780487799524093,0.0914634145783759,0.0,0.0304878048594586,6th-gen,10,1,7th gen (03–10),1.0,0.0
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,51.0,8.5,120.0,Ubisoft Montreal,M,85.0,0.3292682924821535,0.5365853655264723,0.0,0.134146341381618,6th-gen,0,1,7th gen (03–10),1.0,2.0
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82.0,15.0,7.5,383.0,Ubisoft Montreal,M,75.0,0.4907975457111672,0.4233128831758816,0.0061349693213895,0.0858895704994542,8th-gen,8,3,8th gen (11+),1.0,2.0
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63,92.0,42.0,9.1,93.0,Visual Concepts,E,91.0,0.9447852754939968,0.0122699386427791,0.0,0.0429447852497271,6th-gen,10,1,7th gen (03–10),1.0,0.0
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70.0,98.0,8.1,2652.0,Quantic Dream,M,81.0,0.3190184047122587,0.4907975457111672,0.0368098159283375,0.1595092023561293,7th-gen,1,2,8th gen (11+),1.0,2.0
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89.0,39.0,8.7,121.0,Nintendo,E,87.0,0.478527607068388,0.1533742330347397,0.343558281997817,0.0245398772855583,6th-gen,11,1,5th–6th gen (95–02),1.0,0.0
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,89.0,23.0,8.8,40.0,EA Sports,E,88.0,0.7239263799239715,0.208588956927246,0.0,0.0613496932138959,6th-gen,10,1,7th gen (03–10),1.0,0.0
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.35,0.11,0.0,0.17,1.63,,,3.0,40.0,Visual Concepts,E,30.0,0.8282208583875946,0.0674846625352854,0.0,0.104294478463623,7th-gen,10,2,8th gen (11+),1.0,0.0
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.0,19.0,8.8,53.0,SCEI,E,88.0,0.4355828218186608,0.2944785274267003,0.1963190182844668,0.0674846625352854,5th-gen,4,0,5th–6th gen (95–02),1.0,2.0
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,29.0,8.8,35.0,EA Tiburon,E,88.0,0.8148148143118427,0.0555555555212619,0.0,0.1358024690519737,6th-gen,10,1,7th gen (03–10),1.0,0.0
Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,80.0,7.8,869.0,Rockstar Studios,M,78.0,0.5308641972031701,0.3827160491464715,0.0061728395023624,0.0802469135307117,7th-gen,8,2,8th gen (11+),1.0,2.0
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84.0,65.0,8.0,131.0,Rare Ltd.,E,80.0,0.27777777760631,0.5864197527244321,0.0123456790047248,0.1234567900472488,7th-gen,9,2,7th gen (03–10),1.0,2.0
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,,,,,,,,0.4938271601889955,0.388888888648834,0.0061728395023624,0.1172839505448864,6th-gen,10,1,7th gen (03–10),1.0,2.0
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50.0,3.1,69.0,Frontier Developments,E,31.0,0.6296296292409693,0.2839506171086724,0.0,0.0802469135307117,7th-gen,9,2,7th gen (03–10),1.0,0.0
Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,28.0,7.9,69.0,HAL Labs,E,79.0,0.6234567897386069,0.0679012345259868,0.27777777760631,0.0246913580094497,6th-gen,6,1,7th gen (03–10),1.0,0.0
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83.0,22.0,7.7,262.0,TT Games,E10+,77.0,0.3641975306393842,0.4691358021795457,0.0061728395023624,0.1604938270614235,8th-gen,0,3,8th gen (11+),1.0,2.0
Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,,,,,,,,0.55555555521262,0.3765432096441091,0.0,0.0679012345259868,5th-gen,6,0,5th–6th gen (95–02),1.0,2.0
Destiny,PS3,2014,Shooter,Activision,0.68,0.56,0.12,0.25,1.62,,,4.5,445.0,Bungie,T,45.0,0.4197530861606462,0.3456790121322969,0.0740740740283493,0.1543209875590611,7th-gen,8,2,8th gen (11+),1.0,2.0
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44.0,7.9,50.0,ArtePiazza,E10+,79.0,0.1851851850708733,0.0123456790047248,0.7839506168000304,0.0185185185070873,7th-gen,7,2,7th gen (03–10),0.0,1.0
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,33.0,8.7,20.0,EA Tiburon,E,87.0,0.4906832295088923,0.385093167462675,0.0,0.1304347825276802,6th-gen,10,1,7th gen (03–10),1.0,2.0
Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,,,,,,,,0.4099378879441379,0.1677018632498746,0.4037267078237722,0.0186335403610971,Retro,10,7,Retro (≤94),1.0,0.0
Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,,,,,,,,0.0,0.0,0.999999999378882,0.0062111801203657,Retro,11,7,5th–6th gen (95–02),0.0,1.0
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,55.0,Next Level Games,E,87.0,0.6086956517958412,0.2360248445738975,0.1242236024073145,0.0248447204814629,6th-gen,10,1,7th gen (03–10),1.0,0.0
Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,,,,,,,,0.0,0.7329192542031556,0.0,0.2670807451757262,6th-gen,3,1,7th gen (03–10),1.0,2.0
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,id Software,M,67.0,0.5124999996796874,0.3749999997656249,0.0187499999882812,0.0937499999414062,7th-gen,8,2,8th gen (11+),1.0,2.0
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,40.0,8.0,37.0,Square Enix,E,80.0,0.6124999996171874,0.0249999999843749,0.3062499998085937,0.0562499999648437,7th-gen,10,2,7th gen (03–10),1.0,0.0
SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.49,0.0,0.0,0.11,1.6,64.0,5.0,,,THQ,E,,0.9312499994179686,0.0,0.0,0.0687499999570312,7th-gen,0,2,7th gen (03–10),1.0,0.0
Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,,,,,,,,0.8124999994921874,0.1437499999101562,0.0,0.0437499999726562,6th-gen,0,1,7th gen (03–10),1.0,0.0
F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,,,,,,,0.2874999998203125,0.599999999625,0.0562499999648437,0.0499999999687499,5th-gen,6,0,5th–6th gen (95–02),1.0,2.0
River Raid,2600,1981,Shooter,Activision,1.49,0.09,0.0,0.02,1.6,,,,,,,,0.9312499994179686,0.0562499999648437,0.0,0.0124999999921874,Retro,8,7,Retro (≤94),1.0,0.0
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,267.0,Avalanche Studios,M,80.0,0.3687499997695312,0.5187499996757812,0.0124999999921874,0.1062499999335937,7th-gen,0,2,7th gen (03–10),1.0,2.0
Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,17.0,9.2,326.0,KCET,M,92.0,0.4437499997226561,0.2999999998125,0.1874999998828124,0.0624999999609375,5th-gen,0,0,5th–6th gen (95–02),1.0,2.0
Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,49.0,7.8,125.0,Sonic Team,E,78.0,0.6562499995898438,0.2749999998281249,0.0374999999765625,0.0249999999843749,6th-gen,4,1,7th gen (03–10),1.0,0.0
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.05,0.41,0.0,0.14,1.6,,,4.2,24.0,Avalanche Software,E10+,42.0,0.6562499995898438,0.2562499998398437,0.0,0.0874999999453125,7th-gen,0,2,8th gen (11+),1.0,0.0
