Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,4.0,,,Digital Illusions,E,,0.7179487170282709,0.26923076888560155,0.0,0.012820512804076267,6th-gen,4,1,5th–6th gen (95–02)
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,,,,,,,0.5512820505752795,0.38461538412228796,0.0,0.06410256402038134,5th-gen,8,0,Retro (≤94)
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M,81.0,0.8589743578731098,0.051282051216305066,0.012820512804076267,0.07692307682445759,7th-gen,0,2,7th gen (03–10)
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,,,,,,,,0.21794871766929652,0.0,0.0,0.7820512810486522,6th-gen,3,1,7th gen (03–10)
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,85.0,0.5512820505752795,0.3461538457100592,0.012820512804076267,0.08974358962853386,7th-gen,2,2,7th gen (03–10)
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,Camelot Software Planning,E10+,81.0,0.6538461530078895,0.11538461523668639,0.16666666645299147,0.06410256402038134,7th-gen,7,2,7th gen (03–10)
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M,74.0,0.5128205121630507,0.3974358969263642,0.0,0.08974358962853386,7th-gen,2,2,8th gen (11+)
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,,,,,,,0.5512820505752795,0.38461538412228796,0.0,0.06410256402038134,5th-gen,2,0,5th–6th gen (95–02)
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M,63.0,0.5641025633793557,0.33333333290598294,0.012820512804076267,0.08974358962853386,7th-gen,0,2,8th gen (11+)
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0.0,0.14,0.78,,,3.1,18.0,EA Sports,E,31.0,0.730769229832347,0.07692307682445759,0.0,0.17948717925706772,7th-gen,10,2,8th gen (11+)
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,,,,,,,,0.5512820505752795,0.3717948713182117,0.0,0.06410256402038134,5th-gen,11,0,5th–6th gen (95–02)
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+,78.0,0.7820512810486522,0.14102564084483893,0.0,0.07692307682445759,7th-gen,0,2,7th gen (03–10)
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,Jupiter Corporation,T,89.0,0.628205127399737,0.051282051216305066,0.26923076888560155,0.051282051216305066,7th-gen,7,2,7th gen (03–10)
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E,82.0,0.9102564090894149,0.012820512804076267,0.0,0.07692307682445759,7th-gen,0,2,7th gen (03–10)
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,Firaxis Games,E10+,77.0,0.628205127399737,0.24358974327744906,0.012820512804076267,0.11538461523668639,7th-gen,11,2,7th gen (03–10)
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E,84.0,0.8333333322649573,0.025641025608152533,0.0,0.14102564084483893,6th-gen,10,1,7th gen (03–10)
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78,,,,,,,,0.0,0.0,0.9999999987179488,0.0,Retro,7,7,Retro (≤94)
Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,,,,,,,,0.9230769218934911,0.06410256402038134,0.0,0.012820512804076267,Retro,5,7,Retro (≤94)
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T,86.0,0.7692307682445759,0.20512820486522026,0.0,0.025641025608152533,6th-gen,8,1,5th–6th gen (95–02)
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,,,,0.4743589737508218,0.28205128168967786,0.16666666645299147,0.07692307682445759,8th-gen,10,3,8th gen (11+)
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,63.0,0.4230769225345168,0.4230769225345168,0.0,0.15384615364891518,7th-gen,8,2,8th gen (11+)
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,,,,,,,,0.5512820505752795,0.3717948713182117,0.0,0.06410256402038134,5th-gen,10,0,5th–6th gen (95–02)
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,UBlart Montpellier,E10+,82.0,0.4871794865548981,0.41025640973044053,0.0,0.10256410243261013,7th-gen,4,2,8th gen (11+)
Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,,,,,,,,0.935064933850565,0.06493506485073369,0.0,0.012987012970146736,Retro,8,7,Retro (≤94)
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M,38.0,0.4675324669252825,0.4415584409849891,0.0,0.09090909079102716,7th-gen,8,2,8th gen (11+)
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,iNiS,T,74.0,0.15584415564176082,0.7272727263282173,0.0,0.12987012970146738,7th-gen,3,2,7th gen (03–10)
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,,,,,0.5584415577163097,0.37662337613425534,0.0,0.06493506485073369,5th-gen,6,0,5th–6th gen (95–02)
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,,,,,,,,0.5584415577163097,0.37662337613425534,0.0,0.06493506485073369,5th-gen,3,0,5th–6th gen (95–02)
Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,,,,,,,0.935064933850565,0.051948051880586946,0.0,0.012987012970146736,Retro,0,7,Retro (≤94)
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,PlatinumGames,M,86.0,0.5844155836566032,0.29870129831337494,0.025974025940293473,0.09090909079102716,7th-gen,0,2,7th gen (03–10)
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,EA Games,E,71.0,0.31168831128352165,0.4285714280148423,0.012987012970146736,0.246753246432788,7th-gen,6,2,7th gen (03–10)
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,Rare Ltd.,M,73.0,0.8571428560296847,0.025974025940293473,0.038961038910440206,0.07792207782088041,7th-gen,8,2,7th gen (03–10)
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T,63.0,0.8311688300893911,0.025974025940293473,0.0,0.12987012970146738,6th-gen,2,1,7th gen (03–10)
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,,,,,,,,0.935064933850565,0.051948051880586946,0.0,0.012987012970146736,Retro,2,7,Retro (≤94)
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E,85.0,0.5584415577163097,0.37662337613425534,0.0,0.06493506485073369,5th-gen,6,0,5th–6th gen (95–02)
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0.0,0.1,0.77,66.0,5.0,,,Ubisoft,E10+,,0.23376623346264125,0.6363636355371901,0.0,0.12987012970146738,7th-gen,3,2,8th gen (11+)
Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,,,,,0.4415584409849891,0.45454545395513574,0.0,0.10389610376117389,7th-gen,0,2,7th gen (03–10)
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,Slant Six,M,49.0,0.7142857133580706,0.18181818158205432,0.038961038910440206,0.07792207782088041,7th-gen,0,2,8th gen (11+)
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,65.0,0.688311687417777,0.23376623346264125,0.0,0.07792207782088041,7th-gen,10,2,8th gen (11+)
Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0.0,0.01,0.77,,,,,,,,0.935064933850565,0.051948051880586946,0.0,0.012987012970146736,Retro,0,7,Retro (≤94)
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+,66.0,0.1428571426716141,0.5584415577163097,0.0,0.29870129831337494,7th-gen,11,2,7th gen (03–10)
Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.77,,,,,Ubisoft,E,,0.5324675317760161,0.3896103891044021,0.0,0.09090909079102716,7th-gen,5,2,7th gen (03–10)
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,,,,,,,,0.688311687417777,0.2857142853432282,0.0,0.025974025940293473,5th-gen,4,0,5th–6th gen (95–02)
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,,,,,,,0.0,0.0,0.9999999987012987,0.0,Retro,7,7,5th–6th gen (95–02)
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5.0,6.0,David A. Palmer Productions,E,50.0,0.7142857133580706,0.25974025940293477,0.0,0.012987012970146736,6th-gen,0,1,5th–6th gen (95–02)
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T,75.0,0.545454544746163,0.2727272723730815,0.10389610376117389,0.09090909079102716,7th-gen,8,2,7th gen (03–10)
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,,,,,,,,0.493506492865576,0.37662337613425534,0.0,0.12987012970146738,6th-gen,8,1,7th gen (03–10)
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,Capcom,T,87.0,0.493506492865576,0.37662337613425534,0.0,0.12987012970146738,6th-gen,4,1,5th–6th gen (95–02)
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E,84.0,0.5844155836566032,0.22077922049249454,0.18181818158205432,0.012987012970146736,6th-gen,4,1,7th gen (03–10)
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E,84.0,0.493506492865576,0.37662337613425534,0.0,0.12987012970146738,6th-gen,10,1,5th–6th gen (95–02)
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3.0,29.0,SquareSoft,T,30.0,0.12987012970146738,0.10389610376117389,0.7272727263282173,0.038961038910440206,6th-gen,7,1,5th–6th gen (95–02)
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E,59.0,0.2727272723730815,0.18181818158205432,0.493506492865576,0.051948051880586946,7th-gen,6,2,7th gen (03–10)
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,Spike,T,72.0,0.48051947989542926,0.246753246432788,0.1428571426716141,0.12987012970146738,7th-gen,2,2,7th gen (03–10)
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T,82.0,0.9220779208804183,0.0,0.0,0.07792207782088041,7th-gen,0,2,7th gen (03–10)
Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69.0,6.0,,,Nintendo,E,,0.2763157891101108,0.4210526310249308,0.22368421023199447,0.09210526303670362,7th-gen,10,2,7th gen (03–10)
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0,Sonic Team,E10+,67.0,0.4868421046225762,0.05263157887811635,0.0,0.4736842099030471,6th-gen,4,1,7th gen (03–10)
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76,,,9.0,40.0,Sand Grain Studios,T,90.0,0.4868421046225762,0.38157894686634347,0.0,0.13157894719529087,6th-gen,10,1,7th gen (03–10)
Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,,,,,,,,0.23684210495152355,0.15789473663434903,0.5526315782202216,0.06578947359764543,5th-gen,6,0,5th–6th gen (95–02)
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76.0,11.0,,,"Tetris Online, Inc",E,,0.3684210521468145,0.3947368415858726,0.15789473663434903,0.09210526303670362,7th-gen,5,2,7th gen (03–10)
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0.0,0.08,0.76,,,,,,,,0.4210526310249308,0.460526315183518,0.0,0.1052631577562327,7th-gen,4,2,7th gen (03–10)
FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0.0,0.11,0.76,,,,,,,,0.1973684207929363,0.6578947359764543,0.0,0.14473684191481995,7th-gen,10,2,8th gen (11+)
My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0.0,0.06,0.76,,,,,Dancing Dots,E,,0.8026315778912743,0.11842105247576178,0.0,0.07894736831717451,7th-gen,9,2,7th gen (03–10)
Driv3r,XB,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M,47.0,0.4736842099030471,0.49999999934210526,0.0,0.039473684158587256,6th-gen,6,1,7th gen (03–10)
Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,,,,,,,,0.8421052620498616,0.026315789439058174,0.0,0.13157894719529087,6th-gen,0,1,7th gen (03–10)
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,,,,0.5263157887811635,0.302631578549169,0.039473684158587256,0.13157894719529087,7th-gen,1,2,8th gen (11+)
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,,,,,,,,0.4868421046225762,0.38157894686634347,0.0,0.13157894719529087,6th-gen,2,1,7th gen (03–10)
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,,,,,,,,0.22368421023199447,0.14473684191481995,0.5657894729397507,0.06578947359764543,5th-gen,2,0,5th–6th gen (95–02)
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,40.0,KCET,E,87.0,0.0,0.0,0.9342105250865651,0.06578947359764543,5th-gen,10,0,5th–6th gen (95–02)
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,Piranha Games,T,68.0,0.302631578549169,0.4078947363054017,0.039473684158587256,0.24999999967105263,7th-gen,6,2,7th gen (03–10)
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8.0,188.0,Nintendo,T,80.0,0.7499999990131578,0.05263157887811635,0.14473684191481995,0.07894736831717451,7th-gen,8,2,7th gen (03–10)
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,PlatinumGames,M,82.0,0.4210526310249308,0.3684210521468145,0.13157894719529087,0.07894736831717451,8th-gen,0,3,8th gen (11+)
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8.0,41.0,Savage Entertainment,T,80.0,0.49999999934210526,0.302631578549169,0.0,0.1973684207929363,7th-gen,8,2,7th gen (03–10)
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0.0,0.07,0.76,,,,,,,,0.4868421046225762,0.4210526310249308,0.0,0.09210526303670362,7th-gen,6,2,7th gen (03–10)
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0.0,0.01,0.76,,,,,,,,0.776315788452216,0.2105263155124654,0.0,0.013157894719529087,5th-gen,10,0,5th–6th gen (95–02)
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,,,,0.0,0.0,0.9999999986842105,0.0,Retro,7,7,Retro (≤94)
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,,,,,,,,0.0,0.0,0.9999999986842105,0.0,6th-gen,3,1,5th–6th gen (95–02)
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,,,,0.11842105247576178,0.039473684158587256,0.8157894726108034,0.026315789439058174,6th-gen,7,1,7th gen (03–10)
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0.0,0.07,0.76,,,,,,,,0.5789473676592798,0.32894736798822716,0.0,0.09210526303670362,8th-gen,8,3,8th gen (11+)
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,Sony Bend,M,69.0,0.4868421046225762,0.38157894686634347,0.0,0.13157894719529087,6th-gen,8,1,7th gen (03–10)
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,,,6.6,7.0,EA Sports,E,66.0,0.14473684191481995,0.38157894686634347,0.0,0.4736842099030471,6th-gen,10,1,7th gen (03–10)
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,EA Games,T,33.0,0.3947368415858726,0.4868421046225762,0.039473684158587256,0.09210526303670362,8th-gen,9,3,8th gen (11+)
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,Midway,M,88.0,0.8026315778912743,0.15789473663434903,0.0,0.039473684158587256,6th-gen,2,1,7th gen (03–10)
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E,76.0,0.7105263148545707,0.26315789439058174,0.0,0.013157894719529087,6th-gen,1,1,7th gen (03–10)
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T,76.0,0.5921052623788089,0.302631578549169,0.0,0.09210526303670362,7th-gen,3,2,7th gen (03–10)
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0.0,0.07,0.76,,,,,,,,0.5394736835006925,0.35526315742728537,0.0,0.09210526303670362,7th-gen,0,2,7th gen (03–10)
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,,,,,0.4078947363054017,0.31578947326869805,0.17105263135387813,0.1052631577562327,6th-gen,2,1,5th–6th gen (95–02)
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,Valve Software,E10+,88.0,0.43421052574445984,0.4210526310249308,0.0,0.13157894719529087,PC,8,6,8th gen (11+)
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M,49.0,0.43421052574445984,0.4078947363054017,0.0,0.15789473663434903,7th-gen,8,2,8th gen (11+)
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,"LucasArts, Red Fly Studio",T,78.0,0.6842105254155125,0.23684210495152355,0.0,0.07894736831717451,7th-gen,0,2,7th gen (03–10)
Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,,,,,,,,0.4868421046225762,0.38157894686634347,0.0,0.13157894719529087,6th-gen,2,1,5th–6th gen (95–02)
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,,,,,,,,0.7499999990131578,0.026315789439058174,0.09210526303670362,0.11842105247576178,6th-gen,0,1,7th gen (03–10)
Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,,,,,,,,0.49999999934210526,0.302631578549169,0.1052631577562327,0.07894736831717451,7th-gen,8,2,7th gen (03–10)
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,,,,,,,,0.4736842099030471,0.4078947363054017,0.013157894719529087,0.1052631577562327,7th-gen,8,2,7th gen (03–10)
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.29,0.26,0.04,0.76,,,,,,,,0.2105263155124654,0.38157894686634347,0.34210526270775626,0.05263157887811635,8th-gen,7,3,8th gen (11+)
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,,,,0.0,0.0,0.9999999986842105,0.0,Retro,7,7,Retro (≤94)
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,35.0,6.0,8.0,EA Bright Light,E10+,60.0,0.3733333328355556,0.5199999993066667,0.0,0.10666666652444445,7th-gen,0,2,7th gen (03–10)
Wall-E,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,Asobo Studio,E,84.0,0.27999999962666666,0.0,0.0,0.7199999990400001,6th-gen,4,1,7th gen (03–10)
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,Level 5,E10+,79.0,0.0,0.6399999991466667,0.3333333328888889,0.03999999994666667,8th-gen,5,3,8th gen (11+)
Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.69,0.0,0.0,0.06,0.75,,,,,,,,0.9199999987733333,0.0,0.0,0.07999999989333334,7th-gen,3,2,7th gen (03–10)
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,10.0,8.9,55.0,Capcom,E,89.0,0.39999999946666664,0.27999999962666666,0.26666666631111113,0.06666666657777778,5th-gen,4,0,5th–6th gen (95–02)
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.03,0.66,0.02,0.04,0.75,,,,,,,,0.03999999994666667,0.8799999988266668,0.026666666631111113,0.05333333326222223,8th-gen,3,3,8th gen (11+)
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,Respawn Entertainment,M,84.0,0.4533333327288889,0.3333333328888889,0.06666666657777778,0.15999999978666668,8th-gen,8,3,8th gen (11+)
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,46.0,5.8,30.0,Game Republic,T,58.0,0.23999999968,0.49333333267555557,0.07999999989333334,0.1866666664177778,7th-gen,0,2,7th gen (03–10)
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,10.0,7.3,900.0,"Kojima Productions, Moby Dick Studio",M,73.0,0.5466666659377778,0.3466666662044445,0.013333333315555557,0.0933333332088889,8th-gen,0,3,8th gen (11+)
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,75.0,7.8,69.0,Rockstar San Diego,E,78.0,0.3733333328355556,0.5066666659911111,0.0,0.10666666652444445,7th-gen,10,2,7th gen (03–10)
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6.0,8.0,Planet Moon Studios,E,60.0,0.3733333328355556,0.5199999993066667,0.0,0.10666666652444445,7th-gen,5,2,7th gen (03–10)
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7.0,27.0,Creatures Inc.,E,70.0,0.3466666662044445,0.25333333299555555,0.35999999952000006,0.05333333326222223,7th-gen,0,2,8th gen (11+)
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T,78.0,0.6266666658311111,0.25333333299555555,0.0,0.13333333315555557,7th-gen,3,2,7th gen (03–10)
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,9.0,6.0,9.0,Yuke's,T,60.0,0.5466666659377778,0.26666666631111113,0.0,0.1866666664177778,7th-gen,2,2,7th gen (03–10)
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,TT Games,E10+,52.0,0.5466666659377778,0.3733333328355556,0.0,0.07999999989333334,8th-gen,0,3,8th gen (11+)
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,Project Soul,T,67.0,0.46666666604444446,0.3066666662577778,0.0933333332088889,0.11999999984,7th-gen,2,2,8th gen (11+)
